41.649334,-0.869757
41.650307,-0.869869
41.650333,-0.868956
41.651005,-0.867579
41.64933,-0.867504
41.649605,-0.867411
41.649532,-0.866536
41.64981,-0.865847
41.650726,-0.865735
41.651703,-0.865773
41.65178,-0.865661
41.652996,-0.867188
41.653187,-0.867504
41.65328,-0.868267
41.652378,-0.868826
41.654163,-0.869925
41.65336,-0.8708
41.6535,-0.872718
41.65359,-0.873314
41.653572,-0.873611
41.652378,-0.87404
41.65111,-0.874021
41.650627,-0.874096
41.6505,-0.87255
41.651947,-0.871712
41.650574,-0.870874
41.650375,-0.871023
41.64977,-0.8716
41.649395,-0.871805
41.648327,-0.871694
41.647766,-0.873463
41.64819,-0.874245
41.64883,-0.874803
41.65,-0.87417
41.647823,-0.8762
41.64886,-0.878044
41.64874,-0.879012
41.64792,-0.879142
41.649918,-0.879999
41.650707,-0.878956
41.650776,-0.877243
41.65043,-0.876852
41.649826,-0.876759
41.65166,-0.876051
41.652172,-0.87553
41.652695,-0.876051
41.65356,-0.875045
41.654305,-0.874561
41.65498,-0.875194
41.65521,-0.87566
41.65417,-0.876442
41.653152,-0.877336
41.652218,-0.877112
41.65223,-0.878155
41.652378,-0.879254
41.652473,-0.879366
41.652386,-0.880912
41.65279,-0.881266
41.65367,-0.880632
41.65426,-0.880595
41.655273,-0.880223
41.654713,-0.879496
41.653625,-0.879385
41.65381,-0.878267
41.65404,-0.878211
41.65502,-0.877541
41.655216,-0.877597
41.65645,-0.876759
41.65603,-0.878267
41.655754,-0.878379
41.657246,-0.87944
41.65644,-0.880074
41.656807,-0.880875
41.657036,-0.881433
41.655556,-0.881526
41.653233,-0.88229
41.651985,-0.88242
41.649513,-0.88216
41.648857,-0.883761
41.64989,-0.883575
41.65059,-0.883929
41.650658,-0.88527
41.65091,-0.885456
41.65175,-0.885009
41.652283,-0.884339
41.6534,-0.885661
41.654152,-0.884153
41.654144,-0.882644
41.655193,-0.882886
41.65642,-0.882979
41.655773,-0.883761
41.655685,-0.884749
41.65537,-0.885531
41.65544,-0.886034
41.656815,-0.884991
41.6572,-0.885624
41.657658,-0.8865
41.65721,-0.886667
41.655876,-0.887655
41.653458,-0.888157
41.653404,-0.887878
41.651672,-0.887729
41.654285,-0.889499
41.652836,-0.890561
41.653107,-0.890896
41.65495,-0.891939
41.65578,-0.892833
41.65702,-0.891008
41.658096,-0.890318
41.657757,-0.888977
41.656624,-0.889238
41.65667,-0.888306
41.657894,-0.888698
41.658485,-0.887897
41.659138,-0.889331
41.659172,-0.889555
41.659634,-0.890542
41.659843,-0.891287
41.658787,-0.891641
41.658745,-0.891902
41.657597,-0.892032
41.660328,-0.894026
41.660965,-0.892088
41.66102,-0.892908
41.661617,-0.893448
41.6616,-0.893541
41.66188,-0.894454
41.662506,-0.89438
41.662647,-0.893616
41.66417,-0.895926
41.664238,-0.896727
41.663708,-0.897454
41.664738,-0.897696
41.665314,-0.898814
41.66616,-0.900174
41.66493,-0.900882
41.665985,-0.902373
41.66499,-0.902932
41.663918,-0.903063
41.66369,-0.902504
41.66344,-0.90174
41.663662,-0.900826
41.663143,-0.900156
41.662704,-0.898926
41.66286,-0.898777
41.660873,-0.899075
41.660473,-0.900305
41.660213,-0.901274
41.659164,-0.900938
41.659,-0.899466
41.658012,-0.898497
41.657963,-0.897771
41.658276,-0.897454
41.65948,-0.897473
41.660397,-0.897491
41.66204,-0.896727
41.66121,-0.895647
41.66072,-0.895777
41.659744,-0.89615
41.659126,-0.895516
41.659058,-0.894529
41.65832,-0.893951
41.658363,-0.893783
41.65748,-0.894734
41.658188,-0.896224
41.65768,-0.896075
41.65663,-0.896168
41.656284,-0.898013
41.65744,-0.899876
41.657833,-0.901609
41.65888,-0.904777
41.658672,-0.906398
41.658962,-0.906771
41.659645,-0.90651
41.66046,-0.906641
41.660522,-0.906492
41.660297,-0.90761
41.661686,-0.906846
41.66169,-0.90638
41.660767,-0.905038
41.661022,-0.904758
41.661186,-0.903752
41.660526,-0.90323
41.659847,-0.903044
41.65979,-0.902727
41.661793,-0.900994
41.661846,-0.901423
41.661625,-0.902615
41.662838,-0.904311
41.66503,-0.905001
41.663445,-0.906324
41.663673,-0.907032
41.664318,-0.906603
41.665115,-0.906678
41.66446,-0.908467
41.663933,-0.908616
41.66408,-0.909436
41.663616,-0.911542
41.663525,-0.913108
41.663433,-0.915214
41.662155,-0.914264
41.6616,-0.912996
41.66227,-0.912232
41.6612,-0.911486
41.662064,-0.910741
41.66287,-0.910126
41.66276,-0.908784
41.660805,-0.910182
41.6613,-0.909138
