40.756935,-73.98487
40.756744,-73.98272
40.755547,-73.98338
40.754745,-73.98196
40.755947,-73.98104
40.75385,-73.979706
40.75246,-73.9804
40.753387,-73.98286
40.75186,-73.983246
40.75061,-73.98205
40.749844,-73.980446
40.747887,-73.982025
40.748962,-73.98375
40.750137,-73.98455
40.752617,-73.98448
40.75324,-73.9863
40.75458,-73.9857
40.75634,-73.98733
40.756252,-73.98944
40.754368,-73.98894
40.75422,-73.99075
40.753014,-73.991234
40.751217,-73.98905
40.751442,-73.99144
40.753525,-73.9947
40.75561,-73.99185
40.756714,-73.99281
40.757057,-73.9913
40.75821,-73.98976
40.758766,-73.99192
40.761475,-73.9921
40.762554,-73.990616
40.76132,-73.98965
40.75973,-73.9896
40.760696,-73.98839
40.76211,-73.98777
40.76358,-73.98641
40.76521,-73.98566
40.76521,-73.983086
40.767315,-73.98391
40.76852,-73.98302
40.771076,-73.985405
40.771996,-73.983864
40.769497,-73.981064
40.76944,-73.978905
40.770355,-73.97748
40.76763,-73.97854
40.76581,-73.97861
40.76672,-73.980675
40.765137,-73.9812
40.764217,-73.97909
40.76249,-73.97913
40.762028,-73.97778
40.763073,-73.97631
40.764545,-73.975555
40.766712,-73.97585
40.768326,-73.97622
40.76871,-73.97486
40.76762,-73.9714
40.766968,-73.96979
40.765156,-73.971146
40.763927,-73.97229
40.762093,-73.97199
40.76261,-73.97335
40.76143,-73.97413
40.761417,-73.97608
40.76078,-73.97865
40.759644,-73.977715
40.757828,-73.97526
40.756107,-73.97741
40.757595,-73.97877
40.758877,-73.98006
40.759052,-73.98239
40.760918,-73.980995
40.761753,-73.98184
40.76398,-73.9823
40.76376,-73.983864
40.762527,-73.98457
40.76135,-73.98566
40.75996,-73.98648
40.75946,-73.98554
40.758453,-73.986595
